oui,company_name,address1,address2,country
00:17:4c,Millipore,"1, rue Jacques Monod",Guyancourt    78280,FR
00:17:45,"INNOTZ CO., Ltd","14F, Prime Center 546-4 Guui-Dong Kwanggin-Gu",Seoul  Seoul,KR
00:17:48,Neokoros Brasil Ltda,"Rua 86, numero 501, Setor Sul",Goiania  Goias  74083-330,BR
00:17:5d,Dongseo system.,974-21 Mansu-dong Namdong-gu,Incheon  In-Cheon  405-865,KR
00:17:1d,DIGIT,"Via Pasteur , 1/3",S.Pietro Mosezzo  NOVARA  28060,IT
00:17:18,Vansco Electronics Oy,Tiilenlyojankatu 5,FORSSA    30101,FI
00:17:19,"Audiocodes USA, Inc",27 World's Fair Drive,Somerset  NJ  08873,US
00:16:ff,Wamin Optocomm Mfg Corp,No. 239 Qiaohe Road,Zhonghe City  Taipei County  235,TW
00:17:01,"KDE, Inc.","KDE TOWN, 42-7, Mangwol-dong",Hanam  Gyeonggi-do  465-150,KR
00:17:0e,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
00:17:05,Methode Electronics,7401 W. Wilson,Chicago  IL  60706,US
00:16:de,FAST Inc,905 Honeyspot Rd,Stratford  CT  06615,US
00:16:da,Futronic Technology Co. Ltd.,"Room 1016A, 10/F., Profit Ind. Bldg.,",Kwai Chung    00000,HK
00:17:2c,TAEJIN INFOTECH,"6F Woolim e-Biz Center, 170-5",Seoul    152-769,KR
00:16:ee,Royaldigital Inc.,"8F., No.308, Sec.1, Neihu Rd.",Taipei City    114,TW
00:17:11,Cytiva Sweden AB,Björkgatan 30,Uppsala  SE  75184,SE
00:17:17,Leica Geosystems AG,Heinrich Wild Strasse,Heerbrugg  St. Gallen  CH-9435,CH
00:17:15,Qstik,Cartel Business Estate,Harlow  Essex  CM20 2TT,GB
00:17:39,Bright Headphone Electronics Company,"8F, 109, Li De Street",Chung Ho City  Taipei County  235,TW
00:16:ed,"Utility, Inc",250 E Ponce de Leon Ave Suite 700,Decatur  GA  30030,US
00:16:71,Symphox Information Co.,"15F, No. 51, Sec. 3, Minsheng E. Road",Taipei City    104,TW
00:16:69,MRV Communication (Networks) LTD,P.O Box 614,Yokneam    20692,US
00:16:68,Eishin Electronics,Nishiku Miyashita 1-19,Kobe City  Hyogo Prefecture  651-2146,JP
00:16:7d,"Sky-Line Information Co., Ltd.","8F.,No.38,Sihyuan Rd.,",Sinihuang  Taipei  242,TW
00:16:77,Bihl + Wiedemann GmbH,Flosswoerthstr 41,Mannheim    68199,DE
00:16:72,Zenway enterprise ltd,"6F., No.20, Lane 150, Jhongsing Rd., Sijhih City",Taipei    886,TW
00:16:d4,"Compal Communications, Inc.","7th, FL, No. 319, Sec. 4, Pa-Teh rd.",Taipei    886,TW
00:16:d7,Sunways AG,Macairestraße 3-5,Konstanz  Baden-Württemberg  78467,DE
00:16:d1,ZAT a.s.,K Podlesi 541,Pribram VI    26180,CZ
00:16:c5,"Shenzhen Xing Feng Industry Co.,Ltd","Floor 1 - 4, Block 25, Hongtian Jinyuan Industrial,",Shenzhen  GuangDong  86,CN
00:16:aa,Kei Communication Technology Inc.,8-BAN CHUOU,KOBE  HYOGO  650-0024,JP
00:16:a8,"CWT CO., LTD.",10F No. 74 Sec. 1 Chung-Hua Rd.,Taipei    108,TW
00:16:a6,Dovado FZ-LLC,"Al-Thuraya Tower 1, office 504",Dubai,AE
00:16:a2,"CentraLite Systems, Inc.",6420 Wall Street,Mobile  AL  36695,US
00:16:cc,Xcute Mobile Corp.,"3F. No.25, Ally15, Lane 120, Sec.1, Neihu Rd.",Taipei    114,TW
00:16:c7,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
00:16:5a,Harman Specialty Group,3 Oak Park Drive,Bedford  MA  01730,US
00:16:59,Z.M.P. RADWAG,Bracka 28 street,RADOM  Mazowieckie  26-600,PL
00:16:55,"FUHO TECHNOLOGY Co., LTD","No. 30, Lane 726, Jinma Rd, Sec. 3",Chang Hua    500,TW
00:16:95,AVC Technology (International) Limited,6/F Enterprise Square III,Kowloon Bay,HK
00:15:d8,Interlink Electronics,546 Flynn Road,Camarillo  CA  93012,US
00:15:d2,Xantech Corporation,5919 Sea Otter Place,Carlsbad  CA  92010,US
00:15:d4,Emitor AB,Sjöviksbacken 14,Stockholm    117 43,SE
00:15:d6,OSLiNK Sp. z o.o.,ul. Marsa 27,Gdansk    80299,PL
00:15:d5,NICEVT,Warshawskoe shosse 125,Moscow    117405,RU
00:16:1d,"Innovative Wireless Technologies, Inc.",1047 Vista Park Dr.,Forest  VA  24551,US
00:16:11,Altecon Srl,"Via F.lli Cairoli, 17",Lissone  Milano  20035,IT
00:16:0c,LPL DEVELOPMENT S.A. DE C.V,LAGO GINEBRA 380 P3,D.F.  11480,MX
00:16:12,"Otsuka Electronics Co., Ltd.","1-10 Sasagaoka, Minakuchi",kouka  shiga  528-0061,JP
00:16:0b,TVWorks LLC,"Two Belvedere Place, #200",Mill Valley  CA  94941,US
00:16:40,Asmobile Communication Inc.,"No.11 Lane 120, Li-Te Rd., Peitou 112, Taipei, Taiwan, R.O.C",Taipei    112,TW
00:16:3c,Rebox B.V.,Hendrik Figeeweg 1X,Haarlem  Noord-Holland  2031 BJ,NL
00:15:ea,Tellumat (Pty) Ltd,64/74 White Road,Cape Town  Western Province  7945,ZA
00:15:e2,Dr.Ing. Herbert Knauer GmbH,Hegauer Weg 38,Berlin    14163,DE
00:15:e1,Picochip Ltd,Upper Borough Court,Bath    BA1 1RG,GB
00:15:df,Clivet S.p.A.,via Camp Lonc 25,Feltre  Belluno  32030,IT
00:15:f5,Sustainable Energy Systems,"#500, 609 14th Street NW",Calgary  Ab  T2T 1P3,CA
00:15:f1,KYLINK Communications Corp.,"8F-8, No. 351, Sec. 2, Zhongshan Rd., Zhonghe City",23504,TW
00:16:46,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
00:16:48,SSD Company Limited,3-3-4 Higashiyagura,Kusatsu-city  Shiga  525-0054,JP
00:16:25,"Impinj, Inc.","400 Fairview Ave N, Suite 1200",Seattle  WA  98109,US
00:16:23,Interval Media,3200 Ash Street,Palo Alto  CA  94306,US
00:16:19,Lancelan Technologies S.L.,C/Angel Guimera 208 bis,Terrassa  Barcelona  08223,ES
00:16:03,"COOLKSKY Co., LTD","Shingsung offcetel A511, 1588-1 Secho",Seoul  137-070,KR
00:16:09,"Unitech electronics co., ltd.","5F,No.136,Lane 235 ,Pao-chiao Rd.,",Hsin-Tien city  Taipei Hsien  231,TW
00:15:c7,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
00:15:86,"Xiamen Overseas Chinese Electronic Co., Ltd.","No. 22, Huli Street,",Xiamen  Fujian  361006,CN
00:15:7e,Weidmüller Interface GmbH & Co. KG,Klingenbergstraße 16,Detmold    32758,DE
00:15:80,U-WAY CORPORATION,"3F-2, NO. 125, LANE 235, PAO-CHIAO",HSINTIEN CITY  TAIPEI HSIEN  231,TW
00:15:7c,"Dave Networks, Inc.",2151 O'tool Avenue,San Jose  CA  95131,US
00:15:7f,"ChuanG International Holding CO.,LTD.","1F, NO.12, Alley 1, Lane 125, Guolian Street 4Lirn, Wuhan Village",Taoyuan  Longtan  325,US
00:15:9d,Tripp Lite,1111 W 35th Street,Chicago  IL  60609,US
00:15:92,Facom UK Ltd (Melksham),Lancaster House,Melksham  Wiltshire  SN104FB,US
00:15:8b,Park Air Systems Ltd,Northfields,Peterborough    PE6 8UE,GB
00:15:5c,Dresser Wayne,3814 Jarrett Way,Austin  Texas  78728,US
00:15:59,"Securaplane Technologies, Inc.",10800 N. Mavinee Dr.,Tucson  AZ  85737,US
00:15:57,Olivetti,Via Jervis 77,Ivrea  Torino  10015,IT
00:15:54,Atalum Wireless S.A.,"C/ Orellana 5, 1º I",Madrid    28004,ES
00:15:3f,Alcatel Alenia Space Italia,Strada Padana Superiore 290,Vimodrone  MI  20090,IT
00:15:3b,EMH metering GmbH & Co. KG,Neu- Galliner Weg 1,Mecklenburg-Vorpommern,DE
00:15:33,"NADAM.CO.,LTD",#91-3 Wangrim-Li,Hwaseong  Gyeonggi  445-895,KR
00:15:37,Ventus Networks,800 Connecticut Ave,Norwalk  CT  06854,US
00:15:be,Iqua Ltd.,Hyvoninkatu 1,Salo  Varsinais-Suomi  24240,US
00:15:b3,Caretech AB,Nyborgsvägen 197,Kalix    95291,SE
00:15:aa,"Rextechnik International Co.,","Room 5-3, No.51, Section 2, Keelung Road",Taipei    110,TW
00:15:76,LABiTec - Labor Biomedical Technologies GmbH,An der Strusbek 6,,DE
00:15:5e,Morgan Stanley,750 7th Avenue,New York  NY  10019,US
00:15:0f,mingjong,"8F,NO.1,LANE 16,SZE CHUAN ROAD,SEC.2,PANCHIAO CITY.",TAIPEI    220,TW
00:15:0b,SAGE INFOTECH LTD.,"3F, No30, INDUSTRY E. 9TH RD.,SCIENCE-BASED",HSIN-CHU  TAIWAN  300,TW
00:15:07,Renaissance Learning Inc,2911 Peach Street,Wisconsin Rapids  Wisconsin  54494,US
00:15:08,Global Target Enterprise Inc,"5F, No. 186, Sec. 2, Chung-Hsing Rd.,","Hsin Tien,  Taipei county  231",TW
00:15:02,BETA tech,15 rue d'apollo,L'UNION    31240,FR
00:14:fd,Thecus Technology Corp.,"15F.,No. 79,Sec. 1,Sintai 5th RD.,",Sijhih City  Taipei County  221,TW
00:14:f1,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
00:14:ea,S Digm Inc. (Safe Paradigm Inc.),"5F, Shin-an Bldg. 89-8,",Songpa-Gu  Seoul  138-201,KR
00:14:e5,Alticast,"16th floor, Nara Bldg, 1328-3",Seoul  137-070,KR
00:14:fc,"Extandon, Inc.",39350 Civic Center Drive Ste. 160,Fremont  CA  94538,US
00:14:f8,Scientific Atlanta,5030 Sugarloaf Parkway,Lawrenceville  Ga  30042,US
00:14:f7,"CREVIS Co., LTD","157-1, Hagal-Dong",Youngin  Kyungki  446930,KR
00:15:15,Leipold+Co.GmbH,Kreuzwiese 12,Rockenhausen  RLP  D-67806,DE
00:14:e0,LET'S Corporation,"Bancho Bldg. 4F, 2-18-20 Marunouchi, Naka",Nagoya  Aichi  460-0002,JP
00:14:e2,datacom systems inc.,9 adler drive,east syracuse  n.y.  13057,US
00:14:e4,"infinias, LLC",857 West Carmel Drive,Carmel  IN  46032,US
00:14:db,Elma Trenew Electronic GmbH,Stuttgarter Straße 11,Pforzheim    75179,DE
00:15:26,Remote Technologies Inc,"5775 12th Ave E, Suite 180",Shakopee  MN  55379,US
00:15:18,"Shenzhen 10MOONS Technology Development CO.,Ltd","Add:3F,Huaxing building, QiaoXiang road,",shenzhen  guangdong  518053,CN
00:15:34,"A Beltrónica-Companhia de Comunicações, Lda","Rua Dr. José Baptista de Sousa, 27",Lisbon    1549-002 Lis,PT
00:14:cc,"Zetec, Inc.",8226 Bracken Place SE,Snoqualmie  WA  98065,US
00:14:cb,LifeSync Corporation,"1 E Broward Boulevard, Suite 1701",Fort Lauderdale  Florida  33301,US
00:14:c6,Quixant Ltd,61A Mount Pleasant,England  Kent  TN16 3TP,GB
00:14:6f,Kohler Co,444 Highland Drive,Kohler  WI  53044,US
00:14:66,Kleinhenz Elektronik GmbH,Greinerberg 14,Munich    81371,DE
00:14:6b,"Anagran, Inc.",580 North Pastoria Av,Sunnyvale  CA  94085,US
00:14:61,CORONA CORPORATION,"7-7, HIGASHI-SHINBO",SANJO-SHI  NIIGATA  955-8510,JP
00:14:62,"Digiwell Technology, inc","4F, No.1, Prosperity 1st Road",Hsinchu Science Park  300,TW
00:14:63,IDCS N.V.,Hellebeemden 9,Hasselt  Limburg  3500,BE
00:14:3d,Aevoe Inc.,"11F, No 23, Keelung Road",Taipei  HsinYi District  110,TW
00:14:3a,RAYTALK INTERNATIONAL SRL,St. Marecchia 79,Verucchio (RN)  47826,IT
00:14:98,Viking Design Technology,"2F, No.2, Lane 42,",Taipei    111,TW
00:14:96,Phonic Corp.,"12thFl, 59 Tung Hsing Rd",Taipei    110,TW
00:14:93,Systimax Solutions,1300 E Lookout Drive,Richardson  Texas  75082,US
00:14:8d,Cubic Defense Simulation Systems,2001 W. Oakridge Road,Orlando  FL  32809,US
00:14:7f,Thomson Telecom Belgium,Prins Boudewijnlaan 47,Edegem  Antwerp  B-2650,BE
00:14:75,"Wiline Networks, Inc.",741 Alexander Rd,Princeton  NJ  08540,US
00:14:74,K40 Electronics,600 Tollgate Rd. Unit A,Elgin  IL  60123,US
00:14:9f,"System and Chips, Inc.","4F,No. 1, Lane 50, NanKang Road, Section 3,",Taipei    115,TW
00:14:b3,CoreStar International Corp,1044 Sandy Hill Rd,Irwin  PA  15642,US
00:14:b1,Axell Wireless Limited,Aerial HOuse,Chesham  Buckinghamshire  HP5 2QD,GB
00:14:86,Echo Digital Audio Corporation,402 E Carrillo St,Santa Barbara  CA  93101,US
00:14:82,Aurora Networks,5400 Betsy Ross Drive,Santa Clara  CA  95054,US
00:14:55,Coder Electronics Corporation,"Takeda Bldg, 1-30-6 Shirasagi,",Nakano-ku  Tokyo  165-0035,JP
00:14:4e,SRISA,"36/1, Nakhimovskiy pr-t",Moscow  117218,RU
00:14:65,Novo Nordisk A/S,Novo Alle,Bagsvaerd    2880,DK
00:14:36,Qwerty Elektronik AB,Gryt 44,Ösmo    610 60,SE
00:14:33,Empower Technologies(Canada) Inc.,"Unit 405 - 5600 Parkwood Way,",Richmond  British Columbia  V6V 2M2,CA
00:14:34,"Keri Systems, Inc",2305 Bering Dr,San Jose  CA  95131,US
00:14:23,J-S Co. NEUROCOM,"Energeticheskii proezd, 6",Moscow    111250,RU
00:14:25,Galactic Computing Corp.,1/F,Chai Wan District,HK
00:14:19,SIDSA,PTM - TORRES QUEVEDO 1,TRES CANTOS  MADRID  28760,ES
00:14:15,Intec Automation inc.,2751 Arbutus Rd.,Victoria  British Columbia  V8N 5X7,CA
00:14:10,"Suzhou Keda Technology CO.,Ltd","131,Jinshan Road",Suzhou  JiangSu  215011,CN
00:14:17,RSE Informations Technologie GmbH,Silberbergstrasse 9,Wolfsberg  Kärnten  9400,AT
00:14:08,Eka Systems Inc.,20251 Century Blvd,Germantown  MD  20874,US
00:13:de,"Adapt4, LLC","1050 W Nasa Blvd,",Melbourne  FL  32901,US
00:13:dd,Abbott Diagnostics,5440 Patrick Henry Drive,Santa Clara  CA  95054,US
00:13:d7,SPIDCOM Technologies SA,137 avenue du General LECLERC,BOURG LA REINE    92340,FR
00:13:ee,JBX Designs Inc.,PO Box 970158,Boca Raton  FL  33497,US
00:13:e5,"TENOSYS, INC.","Seojin B/D, 1564-1, Seocho-dong,",Seoul  137-070,KR
00:13:e2,GeoVision Inc.,"9F.,No.246,Sec.1,",Taipei    114,TW
00:13:c7,"IONOS Co.,Ltd.",1-36-18 Miyasaka,Setagaya-ku  Tokyo  156-0051,JP
00:13:bc,Artimi Ltd,Betjeman House,Cambridge  Cambridgeshire  CB2 1LQ,GB
00:13:b2,Carallon Limited,Studio G20 Shepherds Building,London  W14 0DA,GB
00:14:02,kk-electronic a/s,Cypresvej 6,Herning    7400,DK
00:13:ff,"Dage-MTI of MC, Inc.",701 N. Roeske Ave.,Michigan City  IN  46360,US
00:13:96,Acbel Polytech Inc.,"No.159,Sec.3, Tam-King Rd.,",Tamsui  Taipei  251,TW
00:13:93,"Panta Systems, Inc.",20450 Stevens Creek Blvd.,Cupertino  California  95014,US
00:13:8b,Phantom Technologies LLC,"7825 Fay Avenue, Suite 200",La Jolla  CA  92037,US
00:13:88,WiMedia Alliance,2400 Camino Ramon,San Ramon  CA  94583,US
00:13:a6,Extricom Ltd,Glil Yam,Herzlia    46905,IL
00:13:9f,"Electronics Design Services, Co., Ltd.",5-10-20 Tokumaru,Itabashi-ku  Tokyo  175-0083,JP
00:13:a2,"MaxStream, Inc",355 South 520 West Suite 180,Lindon  Ut  84042,US
00:13:a0,"ALGOSYSTEM Co., Ltd.",656 kobirao mihara-cho,sakai  osaka  587-0021,JP
00:13:98,"TrafficSim Co.,Ltd","1-19-56 Taiko, Nakamura-ku",Nagoya  Aichi prefecture  453-0801,JP
00:13:9b,ioIMAGE Ltd.,3 Maskit Street,Herzliya Pituach  IL  46733,IL
00:13:6e,Techmetro Corp.,"4F. Dongam B/D., 264-5, YangJae-Dong",Seoul    137-130,KR
00:13:6d,Tentaculus AB,Studiegangen 3,Ostersund  Jamtland  SE - 831 40,SE
00:13:6a,Hach Lange Sarl,"6, route de Compois",VESENAZ  GENEVA  1222,CH
00:13:63,"Verascape, Inc.","1101 31st St., Suite #190",Downers Grove  IL  60515,US
00:13:4d,Inepro BV,Pondweg 7,Nieuw- Vennep,NL
00:13:4b,ToGoldenNet Technology Inc.,"5F-1 No.25,Pu-ding.,",Hsin-Chu    300,TW
00:13:4a,"Engim, Inc.",40 Nagog Park,Acton  MA  01720,US
00:13:34,"Arkados, Inc.",948 US HWY 22,North Plainfield  NJ  07060,US
00:13:37,Orient Power Home Network Ltd.,"307 Harbour Centre, Tower 1,",,HK
00:13:32,"Beijing Topsec Network Security Technology Co., Ltd.",Huakong Tower,Haidian District  Beijing  100085,CN
00:13:1f,"NxtPhase T&D, Corp.",3040 E. Broadway,Vancouver  BC  V5M 1Z4,CA
00:13:ad,Sendo Ltd,Hatchford Brook,Birmingham  West Midlands  B26 3RZ,GB
00:13:aa,ALS & TEC Ltd.,6 B. Kazachya str.,Saratov  Saratov region  410600,RU
00:13:a4,KeyEye Communications,9785 Goethe,Sacramento  CA  95827,US
00:13:a7,BATTELLE MEMORIAL INSTITUTE,505 KING AVE,COLUMBUS  OHIO  43201,US
00:13:3a,VadaTech Inc.,11540 S. Eastern Avenue,Henderson  Nevada  89052,US
00:13:2a,Sitronics Telecom Solutions,Michelska 60,Prague  Prague 4 - Michle  140 00,CZ
00:13:84,Advanced Motion Controls,3805 Calle Tecate,Camarillo  California  93012,US
00:13:7b,Movon Corporation,"5th, Hyunjuk B/D",Seoul    135-092,KR
00:13:53,HYDAC Filtertechnik GMBH,Industriegebiet,Sulzbach/Saar  Saarland  66280,DE
00:12:d7,"Invento Networks, Inc.",377 Simarano Drive,Marlborough  MA  01752,US
00:12:ff,Lely Industries N.V.,Weverskade 110,Maassluis  Zuid-Holland  3147PA,NL
00:13:03,GateConnect,Eisenhutweg 69,12487 Berlin    12487,DE
00:12:f9,"URYU SEISAKU, LTD.",1-2-11,HIGASHINARI-KU  OSAKA  537-0002,JP
00:13:04,Flaircomm Technologies Co. LTD,2088 Huashan Road,Shanghai    200030,CN
00:12:b8,G2 Microsystems,408 Euclid Ave,Oakland  CA  94610,US
00:12:b3,Advance Wireless Technology Corp.,"12F No. 27-6, Sec. 2, Chung Cheng East Road",Tamshui    251,TW
00:12:b0,Efore Oyj (Plc),Quartetto Business Park,Espoo    FI - 02600,FI
00:13:09,Ocean Broadband Networks,"2078 Walsh Ave, Suite B",Santa Clara  California  95050,US
00:13:19,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
00:13:1c,"LiteTouch, Inc.",3400 South West Temple,Salt Lake City  UT  84115,US
00:13:0e,Focusrite Audio Engineering Limited,19 Lincoln Road,High Wycombe  Bucks  HP12 3FX,GB
00:12:c4,"Viseon, Inc.",8445 Freeport Parkway,Irving  Texas  75063,US
00:12:d0,Gossen-Metrawatt-GmbH,Thomas-Mann-Straße 16-20,Nürnberg  Bavaria  90471,DE
00:12:e5,"Time America, Inc.",51 W. 3rd Street #310,Tempe  AZ  85281,US
00:12:dc,SunCorp Industrial Limited,"No.68 Guowei Road,","Liantang Industrial District,  Shenzhen,",CN
00:12:69,Value Electronics,"Dong-kwan B/D, 5F, 1566-2",seoul    137-874,KR
00:12:64,daum electronic gmbh,flugplatzstraße 100,FÃƒÂ¼rth  Bavaria  90768,DE
00:12:75,Sentilla Corporation,201 Marshall Street,Redwood City  CA  94063,US
00:12:76,CG Power Systems Ireland Limited,"Herbert House., Harmony Row,",Dublin    D2,IE
00:12:71,Measurement Computing Corp,10 Commerce Way,Norton  MA  02766,US
00:12:73,Stoke Inc,2189 Leghorn Street,Mountain View  CA  94043,US
00:12:7f,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
00:12:7b,"VIA Networking Technologies, Inc.","8F,533, Chung-Cheng Road, Hsin-Tien",Taipei    231,TW
00:12:80,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
00:12:93,ABB Switzerland Ltd.,Via Luserte Sud 9  Quartino,Quartino     6572,CH
00:12:94,"SUMITOMO ELECTRIC DEVICE INNOVATIONS, INC","1000 Kamisukiawara,Showa-cho",Nakakoma-gun  Yamanashi  409-3883,JP
00:12:96,Addlogix,459 Wald,Irvine  CA  92618,US
00:12:61,"Adaptix, Inc",1407 116th Ave. NE,Bellevue  WA  98004,US
00:12:60,"Stanton Magnetics,inc.",3000 SW 42nd Street,Hollywood  FL  33312,US
00:12:58,TechVoIP Sp z o.o.,Os. Boleslawa Chrobrego 117,Poznan  Wielkopolska  60-681,PL
00:12:50,"Tokyo Aircaft Instrument Co., Ltd.","1-35-1, Izumi-Honcho",Komae-Shi  Tokyo  201-8555,JP
00:12:52,"Citronix, LLC",2214 South Watson Road,Arlington  Texas  76010,US
00:12:4b,Texas Instruments,Gaustadalleen 21,Oslo    N-0349,NO
00:12:4a,"Dedicated Devices, Inc.",5680 E. Franklin Road,Nampa  Idaho  83687,US
00:12:a6,Dolby Australia,Level 6,Surry Hills  NSW  2010,AU
00:12:a4,"ThingMagic, LLC",One Broadway,Cambridge  MA  02142,US
00:12:a9,3Com Ltd,Peoplebuilding 2,Hemel Hempstead  Herts  HP2 4NW,GB
00:12:43,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
00:12:99,Ktech Telecommunications Inc,21540 Prairie Street Unit B,Chatsworth  CA  91311,US
00:12:8c,Woodward Governor,1000 E. Drake Road,Ft. Collins  CO  80525,US
00:11:d2,Perception Digital Ltd,"Flat A, 8/F, Shaw House",Clear Water Bay  NT,HK
00:11:d9,TiVo,2160 Gold Ave,Alviso  CA  95002-2160,US
00:11:cf,Thrane & Thrane A/S,Lundtoftegårdsvej 93D,Lyngby  København  2800,DK
00:11:d4,"NetEnrich, Inc",890 Hillview Ct.,Milpitas  CA  95035,US
00:11:d5,"Hangzhou Sunyard System Engineering Co.,Ltd.",Sunyard Science & Technology Building Hi-Tech Software Park(Second Land Consolidation),Hangzhou  Zhejiang  310053,CN
00:11:f8,AIRAYA Corp,637 Adair Court,Morgan Hill  CA  95037,US
00:11:f4,woori-net,"#508, Hankook Moolyu, 853-1 Dongchun-Dong",Yongin-Si  Kyungki-Do  449-843,KR
00:11:f6,"Asia Pacific Microsystems , Inc.","No.2,R&D Road 6 ,Science-Based Industrial Park,",Hsinchu    300,TW
00:11:f0,Wideful Limited,"F5, 3/F., Phase II, Superluck Industrial Centre,",,HK
00:11:f1,QinetiQ Ltd,Room E601,Malvern  Worcestershire  WR14 3PS,GB
00:11:ed,802 Global,"Studio 11,Intec 2,Wade Road",Hampshire    RG24 BNE,GB
00:11:cc,"Guangzhou Jinpeng Group Co.,Ltd.","No.9 Shenzhou Road,Guangzhou Science City",Guangzhou  Guangdong  510663,CN
00:11:c7,Raymarine UK Ltd,Marine House,Fareham  Hampshire  PO15 5RJ,GB
00:11:c9,MTT Corporation,2-7-12,Nishi-ku  Kobe  651-2241,JP
00:11:b5,"Shenzhen Powercom Co.,Ltd","Floor 16,Tower B,Zhongyin Building,North Caitian Road,Futian District,Shenzhen,P.R.China",Shenzhen  Guangdong province  518028,CN
00:11:bb,"Cisco Systems, Inc",80 West Tasman Drive,San Jose  CA  94568,US
00:11:bd,Bombardier Transportation,1501 Lebanon Church Road,Pittsburgh  PA  15236,US
00:12:03,ActivNetworks,BAT L - 1 rue de Terre Neuve,COURTABOEUF    91944,FR
00:12:11,Protechna Herbst GmbH & Co. KG,Otto Hahn Str. 26,Ottobrunn  Germany/Bavaria  85521,DE
00:12:19,General Datacomm LLC,"353 Christian Street, Suite 4",Oxford  CT  06478,US
00:12:16,ICP Internet Communication Payment AG,Wilhelm-Stein-Weg 24,Hamburg    D-22339,DE
00:12:15,"iStor Networks, Inc.",7585 Irvine Center Drive,Irvine  CA  92618,US
00:11:db,Land-Cellular Corporation,12054 Miramar Parkway,Miramar  FL  33025,US
00:12:40,"AMOI ELECTRONICS CO.,LTD","295 Lane,Zuchongzhi Road,Zhang jiang,",Shanghai    201203,CN
00:12:2e,Signal Technology - AISD,1820 Preston Park Blvd.,Plano  TX  75093,US
00:12:31,"Motion Control Systems, Inc.",PO Box 115,New River  VA  24129,US
00:12:24,NexQL Corporation,12250 Inwood Road #6,Dallas  TX  75244,US
00:11:50,Belkin Corporation,501 West Walnut Street,Compton  CA  90220-5221,US
00:11:46,Telecard-Pribor Ltd,"Lustdorfskaya doroga, 162",Odessa    65115,UA
00:11:aa,"Uniclass Technology, Co., LTD","4F, No. 98, Ming chuan Rd",Hsintien City  Taipei Hsien  231,TW
00:11:b1,BlueExpert Technology Corp.,"8F,No.16,Lane 77,Xing-Ai Rd,Nei-Hu District",Taipei    11494,TW
00:11:a6,Sypixx Networks,108 Bank Street,Waterbury  CT  06702,US
00:11:66,"Taelim Electronics Co., Ltd.","196-5, ANYANG7-DONG MANAN-GU",ANYANG-SI  KYUGGI-DO  430-817,KR
00:11:64,ACARD Technology Corp.,"6F No.78 Sec1 Kwang Fu Road, Sanchung,",Taipei Hsien    241,TW
00:11:55,Sevis Systems,"2805 N Dallas Parkway, STE 530",Plano  Texas  75093,US
00:11:52,Eidsvoll Electronics AS,Nedre Vilberg vei 8,Eidsvoll    N-2080,NO
00:11:7e,Midmark Corp,1001 Asbury Dr,Buffalo Grove  IL  60089,US
00:11:79,Singular Technology Co. Ltd.,"21F, No.37, Sec.2, San Min Rd.,",Taipei    220,TW
00:11:8a,Viewtran Technology Limited,"3/F, R2-A builiding, High Tech Industrial Park,",Shenzhen  Guangdong  518057,CN
00:11:84,"Humo Laboratory,Ltd.",Nishiogi-Kita 5-19-11,Suginami-ku  Tokyo  167-0042,JP
00:11:4c,caffeina applied research ltd.,125 baird ave,cochrane  alberta  t4c 1c7,CA
00:11:41,GoodMan Corporation,"2F, No.572, Sec.1, Ming-Sheng N Road, Kwei-Shan Hsiang",Taoyuan Hsien    33300,TW
00:11:a2,Manufacturing Technology Inc,70 Ready Ave NW,Fort Walton Beach  FL  32548,US
00:11:9e,Solectron Brazil,Rod. Campinas Mogi Mirim,Jaguariuna  SP  13820-000,BR
00:11:73,SMART Storage Systems,2600 W Geronimo Place,Chandler  AZ  85224,US
00:11:1c,Pleora Technologies Inc.,"359 Terry Fox Drive, Suite 230",Kanata  ON  K2K 2E7,CA
00:11:25,IBM Corp,3039 E Cornwallis Road,Research Triangle Park  NC  27709-2195,US
00:11:1f,"Doremi Labs, Inc.",306 E. Alameda Ave.,Burbank  CA  91502,US
00:11:1d,Hectrix Limited,"Unit 906-911, 9/F, Stanhope Hosue,",North Point  Hong Kong,CN
00:11:19,"Solteras, Inc.",900 W. Santa Anita Street,San Gabriel  CA  91776,US
00:11:14,EverFocus Electronics Corp.,"2F., No.8, Ln. 270, Sec. 3, Beishen Rd.,",New Taipei City  Shenkeng Dist.  222,TW
00:11:0e,Tsurusaki Sealand Transportation Co. Ltd.,1000 Misa,Oita    8700196,JP
00:0f:d7,Harman Music Group,8760 Sandy Parkway,Sandy  Utah  84070,US
00:0f:d4,Soundcraft,Cranborne House,Potters Bar  Hertfordshire  EN6 3JN,GB
00:0f:cf,DataWind Research,555 Rene-Levesque West,Montreal  Quebec  H2Z 1B1,CA
